,index,antecedents,consequents,consequent support
9830,10734,DNA.,G.O.M.D.,0.11
9831,15447,In Da Club,Get Low - Street,0.11
9832,15448,It Wasn't Me,Get Low - Street,0.11
9833,15451,Jumpman,Get Low - Street,0.11
9834,4740,Blasé (feat. Future & Rae Sremmurd),G.O.M.D.,0.11
9835,15452,Kiss Me Thru The Phone,Get Low - Street,0.11
9836,15466,"One, Two Step",Get Low - Street,0.11
9837,212,10 Bands,G.O.M.D.,0.11
9838,15455,Lollipop,Get Low - Street,0.11
9839,15456,Look At Me Now,Get Low - Street,0.11
9840,14584,Fergalicious,Get Low - Street,0.11
9841,15458,Low (feat T-Pain) - Feat T-Pain Album Version,Get Low - Street,0.11
9842,14033,F*ck Up Some Commas,G.O.M.D.,0.11
9843,15460,My Humps,Get Low - Street,0.11
9844,15473,Ride Wit Me,Get Low - Street,0.11
9845,15434,HeadBand (feat. 2 Chainz),Get Low - Street,0.11
9846,15340,The Hills,G.O.M.D.,0.11
9847,15433,Gold Digger,Get Low - Street,0.11
9848,15342,This Could Be Us,G.O.M.D.,0.11
9849,4364,"Bitch, Don’t Kill My Vibe",G.O.M.D.,0.11
9850,15344,Too Good,G.O.M.D.,0.11
9851,15346,Trap Queen,G.O.M.D.,0.11
9852,15348,Tunnel Vision,G.O.M.D.,0.11
9853,15350,V. 3005,G.O.M.D.,0.11
9854,15352,Waves,G.O.M.D.,0.11
9855,15354,Wet Dreamz,G.O.M.D.,0.11
9856,15462,Ni**as In Paris,Get Low - Street,0.11
9857,14844,"Flex (Ooh, Ooh, Ooh)",G.O.M.D.,0.11
9858,10621,Cyclone - Main,Get Low - Street,0.11
9859,15356,Where Ya At,G.O.M.D.,0.11
9860,4512,Black Beatles,G.O.M.D.,0.11
9861,15358,White Iverson,G.O.M.D.,0.11
9862,15360,X (feat. Future),G.O.M.D.,0.11
9863,15362,XO TOUR Llif3,G.O.M.D.,0.11
9864,4818,Blessings,G.O.M.D.,0.11
9865,15365,You Was Right,G.O.M.D.,0.11
9866,15366,goosebumps,G.O.M.D.,0.11
9867,15368,iSpy (feat. Lil Yachty),G.O.M.D.,0.11
9868,15370,m.A.A.d city,G.O.M.D.,0.11
9869,9596,Controlla,G.O.M.D.,0.11
9870,15475,Sexy Can I feat. Yung Berg,Get Low - Street,0.11
9871,15372,pick up the phone,G.O.M.D.,0.11
9872,15381,Gas Pedal,Get Low - Street,0.11
9873,15290,I Don't Fuck With You,G.O.M.D.,0.11
9874,15465,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Get Low - Street,0.11
9875,15288,Hotline Bling,G.O.M.D.,0.11
9876,14143,Fake Love,G.O.M.D.,0.11
9877,6541,Broccoli (feat. Lil Yachty),Get Low - Street,0.11
9878,6535,Broccoli (feat. Lil Yachty),G.O.M.D.,0.11
9879,15484,Tipsy - Club Mix,Get Low - Street,0.11
9880,13906,F**kin' Problems,G.O.M.D.,0.11
9881,5686,Bounce Back,G.O.M.D.,0.11
9882,15487,Trap Queen,Get Low - Street,0.11
9883,15488,Whatever You Like,Get Low - Street,0.11
9884,602,679 (feat. Remy Boyz),G.O.M.D.,0.11
9885,2390,Apparently,G.O.M.D.,0.11
9886,809,A Milli,Get Low - Street,0.11
9887,15491,Yeah!,Get Low - Street,0.11
9888,846,A Tale of 2 Citiez,G.O.M.D.,0.11
9889,7696,Caroline,G.O.M.D.,0.11
9890,14981,Forever,Get Low - Street,0.11
9891,8388,Chill Bill,G.O.M.D.,0.11
9892,1341,Alright,G.O.M.D.,0.11
9893,12969,Drop It Like It's Hot,Get Low - Street,0.11
9894,1939,Antidote,G.O.M.D.,0.11
9895,14340,Famous,G.O.M.D.,0.11
9896,7585,Candy Shop,Get Low - Street,0.11
9897,13640,Energy,G.O.M.D.,0.11
9898,15480,Snap Yo Fingers,Get Low - Street,0.11
9899,15284,Gold Digger,G.O.M.D.,0.11
9900,15286,HUMBLE.,G.O.M.D.,0.11
9901,15483,Temperature,Get Low - Street,0.11
9902,10359,Crazy In Love,Get Low - Street,0.11
9903,3614,Rain Is a Good Thing,Barefoot Blue Jean Night,0.11
9904,3663,Summertime,Barefoot Blue Jean Night,0.11
9905,3620,Roller Coaster,Barefoot Blue Jean Night,0.11
9906,3554,It Don't Hurt Like It Used To,Barefoot Blue Jean Night,0.11
9907,3618,Record Year,Barefoot Blue Jean Night,0.11
9908,3616,Ready Set Roll,Barefoot Blue Jean Night,0.11
9909,3522,Homegrown Honey,Barefoot Blue Jean Night,0.11
9910,3538,Hurricane,Barefoot Blue Jean Night,0.11
9911,3622,Round Here,Barefoot Blue Jean Night,0.11
9912,3612,Play It Again,Barefoot Blue Jean Night,0.11
9913,3680,That's My Kind Of Night,Barefoot Blue Jean Night,0.11
9914,3610,People Are Crazy,Barefoot Blue Jean Night,0.11
9915,3556,It Goes Like This,Barefoot Blue Jean Night,0.11
9916,3558,It's Five O' Clock Somewhere,Barefoot Blue Jean Night,0.11
9917,3608,One Hell Of An Amen,Barefoot Blue Jean Night,0.11
9918,3660,Strip It Down,Barefoot Blue Jean Night,0.11
9919,3534,Humble And Kind,Barefoot Blue Jean Night,0.11
9920,3624,Runnin' Outta Moonlight,Barefoot Blue Jean Night,0.11
9921,3552,In Case You Didn't Know,Barefoot Blue Jean Night,0.11
9922,3666,Sunshine & Whiskey,Barefoot Blue Jean Night,0.11
9923,3636,Sleep Without You,Barefoot Blue Jean Night,0.11
9924,3432,Colder Weather,Barefoot Blue Jean Night,0.11
9925,3634,Sippin’ On Fire,Barefoot Blue Jean Night,0.11
9926,3633,Shotgun Rider,Barefoot Blue Jean Night,0.11
9927,3430,Chillin' It,Barefoot Blue Jean Night,0.11
9928,3668,Sure Be Cool If You Did,Barefoot Blue Jean Night,0.11
9929,3428,Chicken Fried,Barefoot Blue Jean Night,0.11
9930,3426,Came Here to Forget,Barefoot Blue Jean Night,0.11
9931,3416,Boys 'Round Here (feat. Pistol Annies & Friends),Barefoot Blue Jean Night,0.11
9932,3425,Buy Me A Boat,Barefoot Blue Jean Night,0.11
9933,3422,Burnin' It Down,Barefoot Blue Jean Night,0.11
9934,3630,She's Country,Barefoot Blue Jean Night,0.11
9935,3628,Save It for a Rainy Day,Barefoot Blue Jean Night,0.11
9936,3420,Break Up with Him,Barefoot Blue Jean Night,0.11
9937,3626,Sangria,Barefoot Blue Jean Night,0.11
9938,3664,Sun Daze,Barefoot Blue Jean Night,0.11
9939,3418,Break Up In A Small Town,Barefoot Blue Jean Night,0.11
9940,3607,Nothin' Like You,Barefoot Blue Jean Night,0.11
9941,3533,How Country Feels,Barefoot Blue Jean Night,0.11
9942,3588,May We All,Barefoot Blue Jean Night,0.11
9943,3585,Make Me Wanna,Barefoot Blue Jean Night,0.11
9944,3582,Loving You Easy,Barefoot Blue Jean Night,0.11
9945,3580,Love You Like That,Barefoot Blue Jean Night,0.11
9946,3682,The One That Got Away,Barefoot Blue Jean Night,0.11
9947,3406,Beat Of The Music,Barefoot Blue Jean Night,0.11
9948,3578,Lose My Mind,Barefoot Blue Jean Night,0.11
9949,3528,Hope You Get Lonely Tonight,Barefoot Blue Jean Night,0.11
9950,3576,Lonely Eyes,Barefoot Blue Jean Night,0.11
9951,3574,Live Like You Were Dying,Barefoot Blue Jean Night,0.11
9952,3524,Hometown Girl,Barefoot Blue Jean Night,0.11
9953,3567,Knee Deep (feat. Jimmy Buffett),Barefoot Blue Jean Night,0.11
9954,3568,Leave The Night On,Barefoot Blue Jean Night,0.11
9955,3572,Lights Come On,Barefoot Blue Jean Night,0.11
9956,3570,Let Me See Ya Girl,Barefoot Blue Jean Night,0.11
9957,3658,Stay A Little Longer,Barefoot Blue Jean Night,0.11
9958,3586,Make You Miss Me,Barefoot Blue Jean Night,0.11
9959,3408,Big Green Tractor,Barefoot Blue Jean Night,0.11
9960,3435,Confession,Barefoot Blue Jean Night,0.11
9961,3590,Mean To Me,Barefoot Blue Jean Night,0.11
9962,3652,Springsteen,Barefoot Blue Jean Night,0.11
9963,3605,Night's On Fire,Barefoot Blue Jean Night,0.11
9964,3602,Night Train,Barefoot Blue Jean Night,0.11
9965,3600,Neon Light,Barefoot Blue Jean Night,0.11
9966,3598,My Kinda Party,Barefoot Blue Jean Night,0.11
9967,3415,Bottoms Up,Barefoot Blue Jean Night,0.11
9968,3596,Mud on the Tires,Barefoot Blue Jean Night,0.11
9969,3594,Mind Reader,Barefoot Blue Jean Night,0.11
9970,3560,"John Cougar, John Deere, John 3:16",Barefoot Blue Jean Night,0.11
9971,3593,Middle of a Memory,Barefoot Blue Jean Night,0.11
9972,3412,Body Like A Back Road,Barefoot Blue Jean Night,0.11
9973,3531,House Party,Barefoot Blue Jean Night,0.11
9974,3563,Just to See You Smile,Barefoot Blue Jean Night,0.11
9975,3410,Blue Ain't Your Color,Barefoot Blue Jean Night,0.11
9976,3564,Kick The Dust Up,Barefoot Blue Jean Night,0.11
9977,3638,Smoke,Barefoot Blue Jean Night,0.11
9978,3550,I'm Comin' Over,Barefoot Blue Jean Night,0.11
9979,3640,Snapback,Barefoot Blue Jean Night,0.11
9980,3482,Even If It Breaks Your Heart,Barefoot Blue Jean Night,0.11
9981,3495,Get Your Shine On,Barefoot Blue Jean Night,0.11
9982,3493,Get Me Some Of That,Barefoot Blue Jean Night,0.11
9983,3491,From the Ground Up,Barefoot Blue Jean Night,0.11
9984,3488,Friday Night,Barefoot Blue Jean Night,0.11
9985,3542,I Don't Want This Night to End,Barefoot Blue Jean Night,0.11
9986,3486,Fix,Barefoot Blue Jean Night,0.11
9987,3484,Farmer's Daughter,Barefoot Blue Jean Night,0.11
9988,3481,Drunk On Your Love,Barefoot Blue Jean Night,0.11
9989,3498,"God, Your Mama, And Me",Barefoot Blue Jean Night,0.11
9990,3479,Drunk On You,Barefoot Blue Jean Night,0.11
9991,3476,Drunk On A Plane,Barefoot Blue Jean Night,0.11
9992,3544,I Know Somebody,Barefoot Blue Jean Night,0.11
9993,3475,Drinking class,Barefoot Blue Jean Night,0.11
9994,3690,Wagon Wheel,Barefoot Blue Jean Night,0.11
9995,3472,Drink to That All Night,Barefoot Blue Jean Night,0.11
9996,3546,I Like The Sound Of That,Barefoot Blue Jean Night,0.11
9997,3496,God Gave Me You,Barefoot Blue Jean Night,0.11
9998,3500,Gonna Know We Were Here,Barefoot Blue Jean Night,0.11
9999,3686,This Is How We Roll,Barefoot Blue Jean Night,0.11
10000,3506,H.O.L.Y.,Barefoot Blue Jean Night,0.11
10001,3516,Highway Don't Care,Barefoot Blue Jean Night,0.11
10002,3514,Hey Girl,Barefoot Blue Jean Night,0.11
10003,3512,Hell Of A Night,Barefoot Blue Jean Night,0.11
10004,3677,Talladega,Barefoot Blue Jean Night,0.11
10005,3510,Head Over Boots,Barefoot Blue Jean Night,0.11
10006,3518,Home Alone Tonight,Barefoot Blue Jean Night,0.11
10007,3508,Hard To Love,Barefoot Blue Jean Night,0.11
10008,3504,Good Directions,Barefoot Blue Jean Night,0.11
10009,3648,Somewhere On A Beach,Barefoot Blue Jean Night,0.11
10010,3650,Song for Another Time,Barefoot Blue Jean Night,0.11
10011,3678,That don't sound like You,Barefoot Blue Jean Night,0.11
10012,3502,Gonna Wanna Tonight,Barefoot Blue Jean Night,0.11
10013,3537,"Huntin', Fishin' And Lovin' Every Day",Barefoot Blue Jean Night,0.11
10014,3688,Toes,Barefoot Blue Jean Night,0.11
10015,3540,I Don't Dance,Barefoot Blue Jean Night,0.11
10016,3646,Something Like That,Barefoot Blue Jean Night,0.11
10017,3692,Wanna Be That Song,Barefoot Blue Jean Night,0.11
10018,3470,Drink In My Hand,Barefoot Blue Jean Night,0.11
10019,3645,Somethin' 'Bout A Truck,Barefoot Blue Jean Night,0.11
10020,3449,Cruise,Barefoot Blue Jean Night,0.11
10021,3548,I Love This Life,Barefoot Blue Jean Night,0.11
10022,3451,Crushin' It,Barefoot Blue Jean Night,0.11
10023,3712,You Should Be Here,Barefoot Blue Jean Night,0.11
10024,3642,Somebody Like You,Barefoot Blue Jean Night,0.11
10025,3672,Take A Back Road,Barefoot Blue Jean Night,0.11
10026,3527,Honey Bee,Barefoot Blue Jean Night,0.11
10027,3671,T-Shirt,Barefoot Blue Jean Night,0.11
10028,3715,Young & Crazy,Barefoot Blue Jean Night,0.11
10029,3674,Take Your Time,Barefoot Blue Jean Night,0.11
10030,3446,Crazy Girl,Barefoot Blue Jean Night,0.11
10031,3444,Craving You,Barefoot Blue Jean Night,0.11
10032,3443,Crash My Party,Barefoot Blue Jean Night,0.11
10033,3716,Your Man,Barefoot Blue Jean Night,0.11
10034,3440,Crash And Burn,Barefoot Blue Jean Night,0.11
10035,3438,"Courtesy Of The Red, White And Blue (The Angry American)",Barefoot Blue Jean Night,0.11
10036,3436,Country Girl (Shake It For Me),Barefoot Blue Jean Night,0.11
10037,3710,Yeah,Barefoot Blue Jean Night,0.11
10038,3708,Why Don't We Just Dance,Barefoot Blue Jean Night,0.11
10039,3685,Think of You,Barefoot Blue Jean Night,0.11
10040,3452,Die A Happy Man,Barefoot Blue Jean Night,0.11
10041,3694,Wasted Time,Barefoot Blue Jean Night,0.11
10042,3696,We Are Tonight,Barefoot Blue Jean Night,0.11
10043,3468,Drink A Beer,Barefoot Blue Jean Night,0.11
10044,3466,Don't Ya,Barefoot Blue Jean Night,0.11
10045,3698,What Ifs,Barefoot Blue Jean Night,0.11
10046,3700,What Was I Thinkin',Barefoot Blue Jean Night,0.11
10047,3465,Don't It,Barefoot Blue Jean Night,0.11
10048,3462,Do I Make You Wanna,Barefoot Blue Jean Night,0.11
10049,3703,Whatever She's Got,Barefoot Blue Jean Night,0.11
10050,3461,Dirt Road Anthem,Barefoot Blue Jean Night,0.11
10051,3458,Dirt On My Boots,Barefoot Blue Jean Night,0.11
10052,3456,Dirt,Barefoot Blue Jean Night,0.11
10053,3704,When She Says Baby,Barefoot Blue Jean Night,0.11
10054,3707,Where It's At,Barefoot Blue Jean Night,0.11
10055,3454,Different For Girls,Barefoot Blue Jean Night,0.11
10056,3520,Homegrown,Barefoot Blue Jean Night,0.11
10057,3657,Stay,Barefoot Blue Jean Night,0.11
10058,3404,Beachin',Barefoot Blue Jean Night,0.11
10059,2688,Backroad Song,Barefoot Blue Jean Night,0.11
10060,2446,Baby Be My Love Song,Barefoot Blue Jean Night,0.11
10061,2426,Aw Naw,Barefoot Blue Jean Night,0.11
10062,2354,Anywhere With You,Barefoot Blue Jean Night,0.11
10063,3654,Star Of The Show,Barefoot Blue Jean Night,0.11
10064,2126,Anything Goes,Barefoot Blue Jean Night,0.11
10065,1622,American Kids,Barefoot Blue Jean Night,0.11
10066,1410,American Country Love Song,Barefoot Blue Jean Night,0.11
10067,1305,Alright,Barefoot Blue Jean Night,0.11
10068,1210,All Over The Road,Barefoot Blue Jean Night,0.11
10069,752,A Guy With a Girl,Barefoot Blue Jean Night,0.11
10070,472,5-1-5-0,Barefoot Blue Jean Night,0.11
10071,958,Ain't Worth The Whiskey,Barefoot Blue Jean Night,0.11
10072,6983,Burnin' It Down,This Is How We Roll,0.11
10073,22864,My Girl,This Is How We Roll,0.11
10074,26245,Sunshine & Whiskey,This Is How We Roll,0.11
10075,26275,Sure Be Cool If You Did,This Is How We Roll,0.11
10076,21068,Leave The Night On,This Is How We Roll,0.11
10077,21247,Let Me See Ya Girl,This Is How We Roll,0.11
10078,21288,Lights Come On,This Is How We Roll,0.11
10079,1786,American Kids,This Is How We Roll,0.11
10080,22193,Make You Miss Me,This Is How We Roll,0.11
10081,1601,American Country Love Song,This Is How We Roll,0.11
10082,26399,T-Shirt,This Is How We Roll,0.11
10083,17310,Hell Of A Night,This Is How We Roll,0.11
10084,15819,Get Your Shine On,This Is How We Roll,0.11
10085,12955,Drinking class,This Is How We Roll,0.11
10086,23831,Nothin' Like You,This Is How We Roll,0.11
10087,17334,Hey Girl,This Is How We Roll,0.11
10088,13278,Drunk On A Plane,This Is How We Roll,0.11
10089,17446,Highway Don't Care,This Is How We Roll,0.11
10090,21444,Lonely Eyes,This Is How We Roll,0.11
10091,13399,Drunk On You,This Is How We Roll,0.11
10092,26505,Take A Back Road,This Is How We Roll,0.11
10093,26521,Take Your Time,This Is How We Roll,0.11
10094,26545,Talladega,This Is How We Roll,0.11
10095,24038,One Hell Of An Amen,This Is How We Roll,0.11
10096,26221,Sun Daze,This Is How We Roll,0.11
10097,26165,Strip It Down,This Is How We Roll,0.11
10098,11411,Different For Girls,This Is How We Roll,0.11
10099,11316,Die A Happy Man,This Is How We Roll,0.11
10100,5571,Bottoms Up,This Is How We Roll,0.11
10101,14824,Fix,This Is How We Roll,0.11
10102,2531,Baby Be My Love Song,This Is How We Roll,0.11
10103,25783,Somethin' 'Bout A Truck,This Is How We Roll,0.11
10104,16417,Gonna Wanna Tonight,This Is How We Roll,0.11
10105,12708,Drink A Beer,This Is How We Roll,0.11
10106,25879,Song for Another Time,This Is How We Roll,0.11
10107,23211,Night's On Fire,This Is How We Roll,0.11
10108,18311,House Party,This Is How We Roll,0.11
10109,23167,Night Train,This Is How We Roll,0.11
10110,17039,Hard To Love,This Is How We Roll,0.11
10111,26117,Stay A Little Longer,This Is How We Roll,0.11
10112,25961,Springsteen,This Is How We Roll,0.11
10113,5995,Boys 'Round Here (feat. Pistol Annies & Friends),This Is How We Roll,0.11
10114,25997,Star Of The Show,This Is How We Roll,0.11
10115,2385,Anywhere With You,This Is How We Roll,0.11
10116,17170,Head Over Boots,This Is How We Roll,0.11
10117,22103,Make Me Wanna,This Is How We Roll,0.11
10118,10537,Cruise,This Is How We Roll,0.11
10119,12769,Drink In My Hand,This Is How We Roll,0.11
10120,26087,Stay,This Is How We Roll,0.11
10121,12823,Drink to That All Night,This Is How We Roll,0.11
10122,15641,Get Me Some Of That,This Is How We Roll,0.11
10123,12295,Don't It,This Is How We Roll,0.11
10124,4032,Beat Of The Music,This Is How We Roll,0.11
10125,17955,Honey Bee,This Is How We Roll,0.11
10126,21750,Loving You Easy,This Is How We Roll,0.11
10127,22603,Middle of a Memory,This Is How We Roll,0.11
10128,7187,Buy Me A Boat,This Is How We Roll,0.11
10129,6421,Break Up with Him,This Is How We Roll,0.11
10130,11593,Dirt,This Is How We Roll,0.11
10131,8640,Chillin' It,This Is How We Roll,0.11
10132,17973,Hope You Get Lonely Tonight,This Is How We Roll,0.11
10133,15186,Friday Night,This Is How We Roll,0.11
10134,22518,Mean To Me,This Is How We Roll,0.11
10135,10225,Crash My Party,This Is How We Roll,0.11
10136,13811,Even If It Breaks Your Heart,This Is How We Roll,0.11
10137,6208,Break Up In A Small Town,This Is How We Roll,0.11
10138,16659,H.O.L.Y.,This Is How We Roll,0.11
10139,7513,Came Here to Forget,This Is How We Roll,0.11
10140,17903,Hometown Girl,This Is How We Roll,0.11
10141,17867,Homegrown Honey,This Is How We Roll,0.11
10142,17805,Homegrown,This Is How We Roll,0.11
10143,10324,Craving You,This Is How We Roll,0.11
10144,3687,Barefoot Blue Jean Night,This Is How We Roll,0.11
10145,17676,Home Alone Tonight,This Is How We Roll,0.11
10146,22459,May We All,This Is How We Roll,0.11
10147,15277,From the Ground Up,This Is How We Roll,0.11
10148,22647,Mind Reader,This Is How We Roll,0.11
10149,10159,Crash And Burn,This Is How We Roll,0.11
10150,26697,Young & Crazy,This Is How We Roll,0.11
10151,11723,Dirt On My Boots,This Is How We Roll,0.11
10152,1062,Ain't Worth The Whiskey,This Is How We Roll,0.11
10153,26571,That don't sound like You,This Is How We Roll,0.11
10154,26575,That's My Kind Of Night,This Is How We Roll,0.11
10155,13533,Drunk On Your Love,This Is How We Roll,0.11
10156,14843,Flatliner (feat. Dierks Bentley),This Is How We Roll,0.11
10157,21558,Lose My Mind,This Is How We Roll,0.11
10158,21655,Love You Like That,This Is How We Roll,0.11
10159,26645,Think of You,This Is How We Roll,0.11
10160,795,A Guy With a Girl,This Is How We Roll,0.11
10161,26677,Toes,This Is How We Roll,0.11
10162,26678,Wagon Wheel,This Is How We Roll,0.11
10163,3852,Beachin',This Is How We Roll,0.11
10164,11883,Dirt Road Anthem,This Is How We Roll,0.11
10165,26680,Wanna Be That Song,This Is How We Roll,0.11
10166,26683,Wasted Time,This Is How We Roll,0.11
10167,26685,We Are Tonight,This Is How We Roll,0.11
10168,26687,What Ifs,This Is How We Roll,0.11
10169,26689,Whatever She's Got,This Is How We Roll,0.11
10170,26691,Where It's At,This Is How We Roll,0.11
10171,26692,Yeah,This Is How We Roll,0.11
10172,26694,You Should Be Here,This Is How We Roll,0.11
10173,25714,Snapback,This Is How We Roll,0.11
10174,25835,Somewhere On A Beach,This Is How We Roll,0.11
10175,2333,Anything Goes,This Is How We Roll,0.11
10176,8936,Colder Weather,This Is How We Roll,0.11
10177,18845,I Don't Dance,This Is How We Roll,0.11
10178,25107,Round Here,This Is How We Roll,0.11
10179,20107,It Goes Like This,This Is How We Roll,0.11
10180,25532,Sleep Without You,This Is How We Roll,0.11
10181,19123,I Know Somebody,This Is How We Roll,0.11
10182,25223,Sangria,This Is How We Roll,0.11
10183,24453,Play It Again,This Is How We Roll,0.11
10184,25253,Save It for a Rainy Day,This Is How We Roll,0.11
10185,15953,God Gave Me You,This Is How We Roll,0.11
10186,16035,"God, Your Mama, And Me",This Is How We Roll,0.11
10187,20001,It Don't Hurt Like It Used To,This Is How We Roll,0.11
10188,4973,Blue Ain't Your Color,This Is How We Roll,0.11
10189,18999,I Don't Want This Night to End,This Is How We Roll,0.11
10190,9686,Cop Car,This Is How We Roll,0.11
10191,20829,Knee Deep (feat. Jimmy Buffett),This Is How We Roll,0.11
10192,20673,Kick The Dust Up,This Is How We Roll,0.11
10193,9803,Country Girl (Shake It For Me),This Is How We Roll,0.11
10194,25411,Shotgun Rider,This Is How We Roll,0.11
10195,20326,"John Cougar, John Deere, John 3:16",This Is How We Roll,0.11
10196,18429,How Country Feels,This Is How We Roll,0.11
10197,19225,I Like The Sound Of That,This Is How We Roll,0.11
10198,25165,Runnin' Outta Moonlight,This Is How We Roll,0.11
10199,25478,Sippin’ On Fire,This Is How We Roll,0.11
10200,9305,Confession,This Is How We Roll,0.11
10201,2889,Backroad Song,This Is How We Roll,0.11
10202,8284,Chicken Fried,This Is How We Roll,0.11
10203,18547,Humble And Kind,This Is How We Roll,0.11
10204,24863,Record Year,This Is How We Roll,0.11
10205,24802,Ready Set Roll,This Is How We Roll,0.11
10206,16289,Gonna Know We Were Here,This Is How We Roll,0.11
10207,19501,I'm Comin' Over,This Is How We Roll,0.11
10208,18623,"Huntin', Fishin' And Lovin' Every Day",This Is How We Roll,0.11
10209,18738,Hurricane,This Is How We Roll,0.11
10210,19815,In Case You Didn't Know,This Is How We Roll,0.11
10211,25035,Roller Coaster,This Is How We Roll,0.11
10212,5265,Body Like A Back Road,This Is How We Roll,0.11
10213,24743,Rain Is a Good Thing,This Is How We Roll,0.11
10214,25665,Small Town Boy,This Is How We Roll,0.11
10215,19324,I Love This Life,This Is How We Roll,0.11
10216,12045,Don't,Say It,0.11
10217,25268,oui,Say It,0.11
10218,9481,Congratulations,Say It,0.11
10219,9635,Controlla,Say It,0.11
10220,23898,One Dance,Say It,0.11
10221,13873,Exchange,Say It,0.11
10222,25266,iSpy (feat. Lil Yachty),Say It,0.11
10223,25265,Work,Say It,0.11
10224,25263,White Iverson,Say It,0.11
10225,8893,Cold Water (feat. Justin Bieber & MØ),Say It,0.11
10226,23609,No Role Modelz,Say It,0.11
10227,25259,This Is What You Came For,Say It,0.11
10228,25256,Starboy,Say It,0.11
10229,14245,Fake Love,Say It,0.11
10230,25255,Sorry Not Sorry,Say It,0.11
10231,4614,Black Beatles,Say It,0.11
10232,21873,Low Life,Say It,0.11
10233,6713,Broccoli (feat. Lil Yachty),Say It,0.11
10234,25041,Roses,Say It,0.11
10235,25260,Too Good,Say It,0.11
10236,23444,No Problem (feat. Lil Wayne & 2 Chainz),Say It,0.11
10237,23039,Never Be Like You,Say It,0.11
10238,2021,Antidote,Say It,0.11
10239,22993,Needed Me,Say It,0.11
10240,7823,Caroline,Say It,0.11
10241,21125,Let Me Love You,Say It,0.11
10242,8789,Closer,Say It,0.11
10243,14391,Famous,Say It,0.11
10244,12358,Don't Let Me Down,Say It,0.11
10245,20459,Jumpman,Say It,0.11
10246,24164,Panda,Say It,0.11
10247,9833,Get Low - Street,Crank That (Soulja Boy),0.11
10248,9877,Promiscuous,Crank That (Soulja Boy),0.11
10249,9881,Ride Wit Me,Crank That (Soulja Boy),0.11
10250,9879,Replay,Crank That (Soulja Boy),0.11
10251,418,24K Magic,Shape of You,0.11
10252,9870,"One, Two Step",Crank That (Soulja Boy),0.11
10253,8794,Closer,Shape of You,0.11
10254,9874,Pon de Replay,Crank That (Soulja Boy),0.11
10255,9873,Party In The U.S.A.,Crank That (Soulja Boy),0.11
10256,9869,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Crank That (Soulja Boy),0.11
10257,9867,Ni**as In Paris,Crank That (Soulja Boy),0.11
10258,9883,Ridin' Solo,Crank That (Soulja Boy),0.11
10259,19896,In the Name of Love,Shape of You,0.11
10260,19916,It Ain't Me (with Selena Gomez),Shape of You,0.11
10261,19908,Issues,Shape of You,0.11
10262,16804,HUMBLE.,Shape of You,0.11
10263,9898,Tipsy - Club Mix,Crank That (Soulja Boy),0.11
10264,9900,Toxic,Crank That (Soulja Boy),0.11
10265,9895,Temperature,Crank That (Soulja Boy),0.11
10266,9903,Umbrella,Crank That (Soulja Boy),0.11
10267,19558,I'm the One,Shape of You,0.11
10268,9905,Whatcha Say,Crank That (Soulja Boy),0.11
10269,24948,Ride,Shape of You,0.11
10270,9906,Whatever You Like,Crank That (Soulja Boy),0.11
10271,9893,Super Bass,Crank That (Soulja Boy),0.11
10272,9891,Stronger,Crank That (Soulja Boy),0.11
10273,9909,Yeah!,Crank That (Soulja Boy),0.11
10274,9889,Smack That - Dirty,Crank That (Soulja Boy),0.11
10275,9886,SexyBack,Crank That (Soulja Boy),0.11
10276,9885,Sexy Can I feat. Yung Berg,Crank That (Soulja Boy),0.11
10277,9865,My Humps,Crank That (Soulja Boy),0.11
10278,9861,Look At Me Now,Crank That (Soulja Boy),0.11
10279,9863,Low (feat T-Pain) - Feat T-Pain Album Version,Crank That (Soulja Boy),0.11
10280,25378,That's What I Like,Shape of You,0.11
10281,9843,Hollaback Girl,Crank That (Soulja Boy),0.11
10282,9840,Hips Don't Lie,Crank That (Soulja Boy),0.11
10283,1283,All Time Low,Shape of You,0.11
10284,9839,Hey Ya! - Radio Mix / Club Mix,Crank That (Soulja Boy),0.11
10285,9817,Crazy In Love,Crank That (Soulja Boy),0.11
10286,24252,Paris,Shape of You,0.11
10287,9818,Don't Cha,Crank That (Soulja Boy),0.11
10288,11048,Despacito - Remix,Shape of You,0.11
10289,9821,Don't Stop The Music,Crank That (Soulja Boy),0.11
10290,9837,Heartless,Crank That (Soulja Boy),0.11
10291,9835,Gold Digger,Crank That (Soulja Boy),0.11
10292,9823,Down,Crank That (Soulja Boy),0.11
10293,9825,Drop It Like It's Hot,Crank That (Soulja Boy),0.11
10294,9827,Dynamite,Crank That (Soulja Boy),0.11
10295,9828,Fergalicious,Crank That (Soulja Boy),0.11
10296,25380,iSpy (feat. Lil Yachty),Shape of You,0.11
10297,25376,Stay (with Alessia Cara),Shape of You,0.11
10298,14251,Fake Love,Shape of You,0.11
10299,25374,Starving,Shape of You,0.11
10300,9831,Forever,Crank That (Soulja Boy),0.11
10301,9859,Lollipop,Crank That (Soulja Boy),0.11
10302,9857,Like A G6,Crank That (Soulja Boy),0.11
10303,9854,Kiss Me Thru The Phone,Crank That (Soulja Boy),0.11
10304,25279,Say You Won't Let Go,Shape of You,0.11
10305,9852,It Wasn't Me,Crank That (Soulja Boy),0.11
